,quality_score,Owner,Country of Origin,Farm Name,Mill,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Moisture,Category One Defects,Color,Category Two Defects,Expiration
68,85.5,Kyagalanyi Ltd,Uganda,Buginyanya,Kyagalanyi Coffee Ltd,Kyagalanyi Coffee Ltd,1600,Bulambuli Eastern region,Kyagalanyi coffee Ltd,320,60 kg,Uganda Coffee Development Authority,2013,"June 26th, 2014",Kyagalanyi Ltd,SL14,Completed,Washed / Wet,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,8.08,0.12,0,Green,1,"June 26th, 2015"
69,85.5,Juan Luis Alvarado Romero,Guatemala,ASOPERC,BENEFICIO EXPORTCAFE AGUA SANTA,"EXPORTCAFE, S.A",5600-5760 METROS,HUEHUETENANGO,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),250,69 kg,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,7.83,0.11,0,Green,1,"February 26th, 2014"
70,85.42,Assefa Belay Coffee Producer,Ethiopia,,,Assefa Belay Coffee Producer,1800-2000,Oromia,Assefa Belay Coffee Producer,320,60 kg,METAD Agricultural Development plc,2015,"March 31st, 2015",Assefa Belay Coffee Producer,,Completed,Washed / Wet,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,8.08,0.1,0,Green,18,"March 30th, 2016"
71,85.42,Great Lakes Coffee Uganda,Uganda,Chesiyo farmer group,Great Lakes coffee Uganda,Great Lakes Coffee Uganda,1950,Kapchorwa,Chesiyo Farmer group,150,60 kg,Uganda Coffee Development Authority,2013,"June 26th, 2014",Great Lakes Coffee Uganda,SL14,Completed,Washed / Wet,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,0.12,0,Green,5,"June 26th, 2015"
72,85.42,Kona Pacific Farmers Cooperative,United States (Hawaii),,,Kona Pacific Farmers Cooperative,,Kona,,8,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,0.0,4,,6,"April 6th, 2013"
73,85.42,NUCOFFEE,Brazil,Fazenda Serra de Três Barras,,NUCOFFEE,1250m,South of Minas Gerais,José Vagner Ribeiro Junqueira,5,60 kg,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Bourbon,Completed,Semi-washed / Semi-pulped,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,0.11,0,Blue-Green,1,"December 2nd, 2012"
74,85.42,Grounds for Health Admin,El Salvador,Sierra Nevada,Beneficio Las Tres Puertas,,1400 M,Apaneca Ilamatepec Mountain Range,J. Hill y Cia SA de CV,2,"1 kg,lbs",Specialty Coffee Association,2009 / 2010,"May 31st, 2010",Grounds for Health Admin,,Completed,,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,7.92,0.01,0,,0,"May 31st, 2011"
75,85.33,Yunnan Coffee Exchange,China,Pu'er City Longke Coffee Co.Ltd,Pu'er City Longke Coffee Co.Ltd,Yunnan Coffee Exchange,1700,Yunnan Province Pu'er City Lancang County,Pu'er City Longke Coffee Co.Ltd,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Completed,Natural / Dry,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,0.1,0,Green,0,"April 6th, 2017"
76,85.33,EssenceCoffee,Guatemala,El Injerto S.A.,El Injerto S.A.,Essence Coffee,1770,Huehuetenango,Arturo Aguirre,36,30 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Pacamara,Completed,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,0.11,0,Green,1,"May 22nd, 2016"
77,85.33,The Coffee Source Inc.,Costa Rica,Several,Cafe Altura de San Ramon,The Coffee Source Inc.,1300,West Valley,Cafe Altura de San Ramon,250,3 lbs,Specialty Coffee Association,2014,"May 1st, 2014",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,0.0,0,Bluish-Green,0,"May 1st, 2015"
78,85.33,The Coffee Source Inc.,Costa Rica,SEVERAL,CAFE DE ALTURA SAN RAMON,The Coffee Source Inc.,1300 msnm,SAN RAMON,SEVERAL,250,3 lbs,Specialty Coffee Association,2014,"May 1st, 2014",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,0.1,0,Bluish-Green,2,"May 1st, 2015"
79,85.33,RASHID MOLEDINA & CO. (MSA) LTD.,Kenya,,,RASHID MOLEDINA & CO. (MSA) LTD,above 1600 M,Central Kenya - Nyeri,Kianjogu - Rutuma F.C.S. Ltd.,20,60 kg,Kenya Coffee Traders Association,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Completed,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,0.0,0,Green,2,"April 19th, 2014"
80,85.33,Ibero Kenya Limited,Kenya,,NKG/CK/HC/SS/KCCM,Ibero Kenya Limited,Above 1200 M,Blend - Central & western Kenya,Blend from various Producers,300,60 kg,Kenya Coffee Traders Association,2012,"March 12th, 2013",Ibero Kenya Limited,SL34,Completed,Washed / Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,0.0,0,Green,6,"March 12th, 2014"
81,85.33,Ethiopia Commodity Exchange,Ethiopia,Phone Number | 0911-513824 email: gmt.ft,,,,Yirgacheffe,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",360,6 kg,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,Completed,,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,0.05,0,,2,"June 17th, 2011"
82,85.33,Ethiopia Commodity Exchange,Ethiopia,,,,,Yirgacheffe,Contact name | Hailu Gebre Hiwot,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,Typica,Completed,,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8.0,0.1,0,,3,"June 17th, 2011"
83,85.25,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA Y ANEXOS,BENEFICIO IXCHEL,"UNEX GUATEMALA, S.A.",,ORIENTE,MARGARITA AVILA DE NUYENS,250,69 kg,Asociacion Nacional Del Café,2016,"April 27th, 2016",Juan Luis Alvarado Romero,Bourbon,Completed,,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,7.83,0.1,0,Green,2,"April 27th, 2017"
84,85.25,Exportadora de Cafe Condor S.A,Colombia,varios,trilladora Agricola de Santander-Bucaramanga,Exportadora de Cafe Condor S.A,1550 msnm,santander,varios,275,70 kg,Almacafé,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,0.11,0,Green,0,"April 7th, 2016"
85,85.25,Compañia Colombiana Agroindustrial S.A,Colombia,,Trilladora Bonanza,ecom cca sa,1550,Santander,,250,70 kg,Almacafé,2014,"January 17th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,0.12,0,Green,2,"January 17th, 2015"
86,85.17,"Nomura Trading Co., Ltd.",Indonesia,,,"Nomura Trading Co., Ltd.",1250-1400 meter,Lintong,,54,60 kg,Specialty Coffee Association,2012,"November 26th, 2012","Nomura Trading Co., Ltd.",Sumatra Lintong,Completed,Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,0.11,0,Green,3,"November 26th, 2013"
87,85.17,The Coffee Source Inc.,Guatemala,Coop. Hoja Blanca - Fedecocagua,Coop. Hoja Blanca - Fedecocagua,The Coffee Source Inc.,1400 msm,Huehuetenango,Coop. Hoja Blanca - Fedecocagua,250,1 kg,Specialty Coffee Association,2012,"January 18th, 2012",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,0.0,0,,7,"January 17th, 2013"
88,85.08,SEID DAMTEW COFFEE PLANATAION,Ethiopia,SEID DAMTEW COFFEE PLANATION,At site and Addis Ababa,Seid Damtew Coffee Planation,,"Kefa Zone, Gimbo Distict, at a place called Woka Araba, South West Ethiopia.",SEID DAMTEW COFFEE PLANATION,320,19200 kg,METAD Agricultural Development plc,2016,"August 9th, 2016",SEID DAMTEW COFFEE PLANATAION,Other,Completed,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,0.11,0,Green,8,"August 9th, 2017"
89,85.08,CARCAFE LTDA CI,Colombia,,PASTO,CARCAFE LTDA,2.560 msnm,PASTO,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,70 kg,Almacafé,2015,"August 18th, 2015",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,0.0,0,,0,"August 17th, 2016"
90,85.08,Steven Kil,Ethiopia,Aricha Coop,Aricha Coop,The Specialty Coffee Appraisers Institute of Asia,1700,Aricha,BNT,100,60 kg,Specialty Coffee Association,2014,"October 7th, 2014",Steven Kil,,Completed,Natural / Dry,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,0.1,2,Green,7,"October 7th, 2015"
91,85.08,Eileen Koyanagi,United States (Hawaii),,,Kona Pacific Farmers Cooperative,,Kona,,12,100 lbs,Specialty Coffee Association,2014,"March 10th, 2014",Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,0.11,2,Bluish-Green,2,"March 10th, 2015"
92,85.08,CARCAFE LTDA CI,Colombia,,,CARCAFE LTDA CI,2136 msnm,CUNDINAMARCA,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250,70 kg,Almacafé,2012,"March 16th, 2012",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,0.11,0,Green,8,"March 16th, 2013"
93,85.08,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,,Kona,Kona Pacific Farmers Cooperative,13,100 lbs,Specialty Coffee Association,2010-2011,"December 27th, 2010",Kona Pacific Farmers Cooperative,,Completed,,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,8.17,0.01,1,,7,"December 27th, 2011"
94,85.08,Ethiopia Commodity Exchange,Ethiopia,,,,,Sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,6,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,,Completed,,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,7.83,0.0,0,,5,"June 17th, 2011"
95,85.08,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Cooperative,Kona Pacific Farmers Cooperative,,,Kona,,27,0 lbs,Specialty Coffee Association,,"May 17th, 2010",Kona Pacific Farmers Cooperative,,Completed,,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,0.0,0,,0,"May 17th, 2011"
96,85.0,Kyagalanyi Coffee Ltd,Uganda,Mount Elgon Area,Kyagalanyi Coffee Ltd,Kyagalanyi Coffee Limited,1800,Eastern Uganda,Kyagalanyi Coffee Ltd,200,60 kg,Uganda Coffee Development Authority,2016,"July 24th, 2017",Kyagalanyi Coffee Ltd,SL14,Completed,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,0.11,0,Green,1,"July 24th, 2018"
97,85.0,Racafe & Cia S.C.A,Colombia,,Bachue,Racafe & Cia S.C.A,,Huila,La Plata,135,70 kg,Almacafé,2016,"February 15th, 2017",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,0.0,0,Green,3,"February 15th, 2018"
98,85.0,Troy Quimby,Costa Rica,Estate La Patricia,Micro Beneficio La Cabaña-Javier Meza,Bold Coast Coffee,1900,Tarrazu,Manuel Montero,36,46 kg,Specialty Coffee Association,2016,"January 30th, 2017",Troy Quimby,Catuai,Completed,Washed / Wet,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,0.12,1,Green,1,"January 30th, 2018"
99,85.0,"El Equimite, Cafetal Biodinámico",Mexico,Varias fincas,"Cafetal El Equimite, Rancho Agroecológico S.P.R. de R.L.","Cafetal El Equimite, Rancho Agroecológico, S.P.R. de R.L.",1300,Veracruz,Varios productores minifundistas,1,30 kg,Centro Agroecológico del Café A.C.,2015,"September 21st, 2016","El Equimite, Cafetal Biodinámico",Typica,Completed,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,0.09,0,Green,3,"September 21st, 2017"
100,85.0,SIMON MAHINDA,Kenya,,CKCM,C Dormans kenya Ltd,-1,,,170,60 kg,Kenya Coffee Traders Association,2015,"May 7th, 2016",SIMON MAHINDA,,Completed,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,0.11,0,Green,7,"May 7th, 2017"
101,85.0,RASHID MOLEDINA & CO. (MSA) LTD.,Kenya,Machure Estate,,RASHID MOLEDINA & CO. (MSA) LTD,1580,Central Kenya,,38,60 kg,Kenya Coffee Traders Association,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Completed,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,0.0,0,Green,5,"April 19th, 2014"
102,85.0,NUCOFFEE,Brazil,Sitío São Geraldo,,NUCOFFEE,1100m,Grama Vale,Idalina M. De Andrade Ferreira,31,60 kg,NUCOFFEE,2012,"February 29th, 2012",NUCOFFEE,Mundo Novo,Completed,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,0.12,0,Green,3,"February 28th, 2013"
103,85.0,Young Kim,Mexico,KASSANDRA,,,1400 MASL,Mexico,Finca Kassandra,1,1 kg,Specialty Coffee Association,2010-2011,"April 6th, 2011",Young Kim,Pacamara,Completed,,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,0.0,0,,0,"April 5th, 2012"
104,85.0,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Cooperative,,,,Kona,,15,100 lbs,Specialty Coffee Association,,"February 24th, 2011",Kona Pacific Farmers Cooperative,,Completed,,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,0.0,0,,1,"February 24th, 2012"
105,85.0,Carl Walker,Guatemala,La Igualdad,Concepcion,,3500-5200 feet,"Chuva, San Marcos",Federico Weller,275,69 kg,Specialty Coffee Association,2009/2010,"September 7th, 2010",Carl Walker,,Completed,,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,0.04,0,,1,"September 7th, 2011"
106,84.92,Racafe & Cia S.C.A,Colombia,,Bachue,Racafe & Cia S.C.A,,Huila,La Plata,243,70 kg,Almacafé,2016,"November 25th, 2016",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,0.0,1,,2,"November 25th, 2017"
107,84.92,Racafe & Cia S.C.A,Colombia,,,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,252,70 kg,Almacafé,2015,"October 26th, 2015",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,0.12,0,Green,1,"October 25th, 2016"
108,84.92,"Lin, Che-Hao Krude 林哲豪",Taiwan,Baishengcun Coffee 百勝村咖啡莊園,Baishengcun Coffee 百勝村咖啡莊園,Taiwan Coffee Laboratory,800 M,"Guoxing Township, Nantou County 南投縣國姓鄉",SU CHUEN SHIAN 蘇春賢,20,40 kg,Specialty Coffee Association,2015,"June 9th, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Completed,Semi-washed / Semi-pulped,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,0.11,0,Green,0,"June 8th, 2016"
109,84.92,Taylor Winch (T) Ltd,Tanzania,Hasambo AMCOS,Taylor Winch (T) Ltd,Taylor Winch(T) Ltd,1620M,Mbeya,Hasambo AMCOS,134,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Taylor Winch (T) Ltd,Other,Completed,Washed / Wet,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,0.12,0,Green,2,"December 12th, 2015"
110,84.92,Racafe & Cia S.C.A,Colombia,,,Racafe & Cia S.C.A,De 1600 a 1950 msnm,HUILA,LA PLATA,50,70 kg,Almacafé,2012,"December 11th, 2012",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,0.11,0,Green,3,"December 11th, 2013"
111,84.92,ARTEMIO ZAPATA TEJEDA,Mexico,EL SUSPIRO,PACHO VIEJO,,1200,COATEPEC,ARTEMIO ZAPATA TEJEDA,25,1 kg,AMECAFE,2012,"July 11th, 2012",ARTEMIO ZAPATA TEJEDA,Typica,Completed,Semi-washed / Semi-pulped,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,0.11,0,,0,"July 11th, 2013"
112,84.92,NUCOFFEE,Brazil,Fazenda Grota Funda,,NUCOFFEE,1200m,South of Minas Gerais,Glaucio Carneiro Pinto,4,60 kg,NUCOFFEE,2011,"December 23rd, 2011",NUCOFFEE,Bourbon,Completed,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,0.11,0,Green,2,"December 22nd, 2012"
113,84.92,NUCOFFEE,Brazil,Sitio Claro,,NUCOFFEE,1000 m,South of Minas Gerais,Ricardo Luiz Ferreira,10,60 kg,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Catuai,Completed,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,0.12,0,Green,2,"December 2nd, 2012"
114,84.92,Brian Speckman,Kenya,,,,,,,320,60 kg,Specialty Coffee Association,2009-2010,"August 26th, 2010",Brian Speckman,,Completed,,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,7.58,0.06,1,,9,"August 26th, 2011"
115,84.83,"Lin, Che-Hao Krude 林哲豪",Taiwan,Shi Fang Yuan 十方源,Shi Fang Yuan 十方源,Taiwan Coffee Laboratory,350,"Dongshan Dist., Tainan City 臺南市東山區",Wang Chao Yung 王超永,10,20 kg,Specialty Coffee Association,2016,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Completed,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,0.0,0,Green,0,"May 18th, 2017"
116,84.83,Kawacom Uganda LTD,Uganda,Mt.Elgon Bugisu shamba 2,Kawacom(U)LTD,Kawacom uganda LTD,1400-1900,Eastern,Sipi organic coffee project,1,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",Kawacom Uganda LTD,SL14,Completed,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,0.12,0,Green,1,"June 30th, 2015"
117,84.83,Kona Pacific Farmers Cooperative,United States (Hawaii),,,Kona Pacific Farmers Cooperative,,Kona,,14,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,0.0,3,,15,"April 6th, 2013"
118,84.83,Ethiopia Commodity Exchange,Ethiopia,Contact | sidacoop@ethionet.net,Coffee Processing and Warehouse Enterpri,,1500-2000 m,Sidamo,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,Completed,,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8.0,0.1,0,,2,"June 17th, 2011"
119,84.83,Philip Schluter,Ethiopia,Contact | sidacoop@ethionet.net,Coffee Processing and Warehouse Enterpri,,1500-2000 m,Sidamo,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Philip Schluter,,Completed,,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,0.1,0,,4,"June 17th, 2011"
120,84.75,松澤宏樹 Koju Matsuzawa,Thailand,Matsuzawa Coffee,Matsuzawa Coffee,Matsuzawa Coffee,,Thailand,Matsuzawa Coffee,50,50 kg,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",松澤宏樹 Koju Matsuzawa,Caturra,Completed,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,0.12,0,Green,0,"June 27th, 2017"
121,84.75,Lydiah Mwangi,Kenya,KARATINA,SAGANA,C.DORMAN LTD,1800,NYERI,KARATINA,150,60 kg,Kenya Coffee Traders Association,2014,"June 2nd, 2015",Lydiah Mwangi,SL34,Completed,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,0.13,0,Green,0,"June 1st, 2016"
122,84.75,CADEXSA,Honduras,Cerro Bueno,Cadexsa,CADEXSA,1450 msnm,Marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2014,"April 25th, 2014",CADEXSA,Catuai,Completed,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,0.11,0,Green,4,"April 25th, 2015"
123,84.75,The Coffee Source Inc.,El Salvador,Several,La Majada Cooperative,,1200 mts,Santa Ana,Several producers,250,69 kg,Specialty Coffee Association,2010-2011,"August 23rd, 2011",The Coffee Source Inc.,,Completed,,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,7.75,0.15,0,,3,"August 22nd, 2012"
124,84.75,Grounds for Health Admin,Nicaragua,Santa Martha,Beneficio Atlantic Sebaco,,800-1050m,Jinotega,Juan Alvaro Munguia,2,6,Specialty Coffee Association,2009 - 2010,"May 31st, 2010",Grounds for Health Admin,,Completed,,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,0.18,0,,2,"May 31st, 2011"
125,84.67,Consejo Salvadoreño del Café,El Salvador,Monterrey,J.J. Borja Nathan,Cafetalera del Pacifico,1350,Apaneca,J.J. Borja Nathan,150,69 kg,Salvadoran Coffee Council,2016,"June 26th, 2017",Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,0.0,0,Blue-Green,2,"June 26th, 2018"
126,84.67,SanJava Coffee,Indonesia,SRAN Temanggung Plantation,wet hulling,PT. Shriya Artha Nusantara,1200,"Temanggung, Indonesia",PT. Shriya Artha Nusantara,2,1 kg,Specialty Coffee Association of Indonesia,2016,"November 24th, 2016",SanJava Coffee,Java,Completed,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,0.12,0,Green,7,"November 24th, 2017"
127,84.67,松澤宏樹 Koju Matsuzawa,Japan,Ada Farm,Ada Farm,Matsuzawa Coffee,170,ADA OKINAWA JAPAN,Taijiro TOKUDA,20,1 kg,Specialty Coffee Institute of Asia,,"November 2nd, 2016",松澤宏樹 Koju Matsuzawa,Mundo Novo,Completed,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,0.12,0,Green,0,"November 2nd, 2017"
128,84.67,Rodrigo Soto,Costa Rica,Rio Jorco,Rio Jorco,Panamerican Coffee Trading,1150,Tarrazu,Johanna,15,69 kg,Specialty Coffee Association of Costa Rica,2015,"October 4th, 2016",Rodrigo Soto,Catuai,Completed,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,0.1,0,Blue-Green,2,"October 4th, 2017"
129,84.67,Juan Luis Alvarado Romero,Guatemala,SAN DIEGO BUENA VISTA,SAN DIEGO BUENA VISTA,"WAELTI SCHOENFELD EXPORTADORES DE CAFE, S.A.",1600,ACATENANGO,JUAN BOCK,120,34 kg,Asociacion Nacional Del Café,2015,"June 1st, 2016",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,7.83,0.1,0,Green,1,"June 1st, 2017"
130,84.67,Fabian Calderon Mora,Costa Rica,Coopetarrazú,Coopetarrazú,Coopetarrazú.R.L,1750,Tarrazú,Coopetarrazú,50,1 lbs,Specialty Coffee Association of Costa Rica,2014,"July 6th, 2015",Fabian Calderon Mora,Caturra,Completed,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,0.12,0,Green,0,"July 5th, 2016"
131,84.67,EssenceCoffee,Ethiopia,Moplaco,Moplaco,Essence Coffee,1900M,Yirgacheffe,Moplaco,250,30 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Ethiopian Yirgacheffe,Completed,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,0.1,0,,3,"May 22nd, 2016"
132,84.67,EssenceCoffee,Costa Rica,Finca Salaca Las Brisas,Beneficio Las Brisas,Essence Coffee,1750M,Costa Rica,Maria Elena Castro,20,69 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Other,Completed,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,0.08,0,Green,1,"May 22nd, 2016"
133,84.67,Eric Thormaehlen,Costa Rica,VARIOS,CORICAFE SA,CORICAFE S.A.,1200,WEST VALLEY / CENTRAL VALLEY BLEND,CORICAFE BLEND,275,1 kg,Specialty Coffee Association of Costa Rica,2014,"March 5th, 2014",Eric Thormaehlen,Catuai,Completed,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,0.11,0,Green,4,"March 5th, 2015"
134,84.67,Rob Tuttle,Costa Rica,,,Thrive Farmers,,,,1,2 kg,Specialty Coffee Association,2012,"January 3rd, 2014",Rob Tuttle,,Completed,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,0.0,1,Green,10,"January 3rd, 2015"
135,84.67,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Dragon 龍咖啡,Dragon 龍咖啡,Blossom Valley宸嶧國際,1000 M,Taichung Xinshe 台中市新社區,Gu yong long 古永龍,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Washed / Wet,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,0.11,0,Green,0,"December 26th, 2014"
